BillType,CgstRate,CustomerId,Date,Discount,GstAmount,Id,IgstRate,ItemDescription,MakingCharges,Metal,Purity,RatePerGram,SgstRate,Status,SubTotal,TotalAmount,Weight
PAKKA,1.5,C05511,2024-10-07,2431,5364.26,INV-002226,0,Gold Nose Pin 22K,180,GOLD,22K,6761,1.5,PENDING,178808.58,184172.84,26.78
KACHA,1.5,C09712,2024-01-02,605,121.36,INV-002227,0,Silver Idol,402,SILVER,999,90,1.5,PAID,4045,4166.36,47.2
PAKKA,1.5,C03408,2024-04-05,2989,-73.44,INV-002228,0,Silver Ring,313,SILVER,999,87,1.5,PAID,-2448.06,-2521.50,2.62
PAKKA,1.5,C08637,2025-04-28,2475,10616.26,INV-002229,0,Gold Anklet 22K,199,GOLD,24K,7211,1.5,PAID,353875.29,364491.55,49.39
KACHA,1.5,C07266,2025-01-17,1245,5735.58,INV-002230,0,Gold Necklace 22K,127,GOLD,24K,6757,1.5,PENDING,191186.22,196921.80,28.46
PAKKA,1.5,C03611,2025-03-04,1602,1911.22,INV-002231,0,Gold Bracelet 22K,344,GOLD,22K,7643,1.5,PAID,63707.5,65618.72,8.5
PAKKA,1.5,C09079,2024-09-19,1000,83.02,INV-002232,0,Silver Glass Set,479,SILVER,999,102,1.5,PAID,2767.48,2850.50,32.24
KACHA,1.5,C07594,2024-08-21,861,97.26,INV-002233,0,Silver Bangle,125,SILVER,999,106,1.5,PENDING,3242.18,3339.44,37.53
PAKKA,1.5,C09988,2025-05-24,2593,2445.94,INV-002234,0,Gold Anklet 22K,397,GOLD,24K,7584,1.5,PAID,81531.36,83977.30,11.04
PAKKA,1.5,C03594,2025-02-25,834,80.82,INV-002235,0,Silver Coin 999,451,SILVER,999,95,1.5,PAID,2694.05,2774.87,32.39
KACHA,1.5,C08511,2025-04-04,2272,0.16,INV-002236,0,Silver Idol,372,SILVER,999,98,1.5,PAID,5.12,5.28,19.44
KACHA,1.5,C07056,2025-09-29,2687,12.88,INV-002237,0,Silver Glass Set,172,SILVER,999,93,1.5,PAID,429.38,442.26,31.66
PAKKA,1.5,C05994,2025-07-01,1806,8103.54,INV-002238,0,Gold Bracelet 22K,407,GOLD,22K,7515,1.5,PAID,270117.95,278221.49,36.13
PAKKA,1.5,C02724,2024-09-16,2540,7202.12,INV-002239,0,Gold Anklet 22K,409,GOLD,18K,7614,1.5,PENDING,240070.34,247272.46,31.81
KACHA,1.5,C07820,2025-07-27,2214,9.78,INV-002240,0,Silver Ring,470,SILVER,999,83,1.5,PAID,326.02,335.80,24.94
PAKKA,1.5,C04020,2025-03-11,1437,10.88,INV-002241,0,Silver Coin 999,222,SILVER,999,79,1.5,PENDING,362.63,373.51,19.97
KACHA,1.5,C09619,2024-11-19,1052,4717.84,INV-002242,0,Gold Mangalsutra 22K,244,GOLD,24K,7231,1.5,PAID,157261.66,161979.50,21.86
PAKKA,1.5,C02741,2024-12-30,1484,3450.64,INV-002243,0,Gold Bangle 22K,352,GOLD,18K,6918,1.5,PAID,115021.22,118471.86,16.79
KACHA,1.5,C07994,2025-10-24,1149,101.36,INV-002244,0,Silver Coin 999,383,SILVER,999,97,1.5,PAID,3378.81,3480.17,42.73
KACHA,1.5,C04408,2024-01-02,1886,1902.32,INV-002245,0,Gold Earrings 22K,287,GOLD,24K,7481,1.5,PAID,63410.89,65313.21,8.69
KACHA,1.5,C06023,2025-04-20,1633,1065.66,INV-002246,0,Gold Mangalsutra 22K,322,GOLD,18K,7166,1.5,PAID,35522.24,36587.90,5.14
PAKKA,1.5,C01281,2025-11-04,1534,9710.38,INV-002247,0,Gold Necklace 22K,203,GOLD,24K,6641,1.5,PAID,323679.54,333389.92,48.94
KACHA,1.5,C04119,2025-06-14,2955,66.32,INV-002248,0,Silver Idol,452,SILVER,999,106,1.5,PAID,2210.82,2277.14,44.47
KACHA,1.5,C05821,2025-01-02,824,7776.02,INV-002249,0,Gold Bracelet 22K,329,GOLD,22K,7422,1.5,PAID,259200.78,266976.80,34.99
PAKKA,1.5,C04018,2025-07-22,460,7125.84,INV-002250,0,Gold Chain 22K,262,GOLD,22K,6798,1.5,PAID,237528.06,244653.90,34.97
PAKKA,1.5,C05808,2025-09-30,635,6206.70,INV-002251,0,Gold Bracelet 22K,493,GOLD,18K,6835,1.5,PAID,206890.15,213096.85,30.29
PAKKA,1.5,C08410,2025-04-19,2939,3289.04,INV-002252,0,Gold Pendant 18K,370,GOLD,18K,7115,1.5,PAID,109634.55,112923.59,15.77
PAKKA,1.5,C09152,2024-05-02,2364,8809.26,INV-002253,0,Gold Anklet 22K,484,GOLD,24K,6929,1.5,PAID,293641.85,302451.11,42.65
PAKKA,1.5,C02915,2025-05-09,331,9.32,INV-002254,0,Silver Chain,476,SILVER,999,109,1.5,PAID,310.68,320.00,1.52
KACHA,1.5,C00787,2025-11-24,199,2248.32,INV-002255,0,Gold Anklet 22K,450,GOLD,24K,6669,1.5,PAID,74943.8,77192.12,11.2
KACHA,1.5,C05752,2024-01-25,940,4506.68,INV-002256,0,Gold Pendant 18K,173,GOLD,22K,6783,1.5,PAID,150222.58,154729.26,22.26
PAKKA,1.5,C07787,2025-01-11,1127,-6.36,INV-002257,0,Silver Coin 999,327,SILVER,999,77,1.5,PAID,-211.72,-218.08,7.64
PAKKA,1.5,C06425,2025-12-15,231,5810.86,INV-002258,0,Gold Ring 22K,295,GOLD,22K,7479,1.5,PAID,193695.31,199506.17,25.89
PAKKA,1.5,C08850,2025-07-01,1677,-37.62,INV-002259,0,Silver Glass Set,274,SILVER,999,108,1.5,PAID,-1253.96,-1291.58,1.38
PAKKA,1.5,C01183,2024-09-11,1889,74.98,INV-002260,0,Silver Ring,271,SILVER,999,105,1.5,PAID,2499.05,2574.03,39.21
KACHA,1.5,C08860,2025-03-19,1129,-0.04,INV-002261,0,Silver Thali,271,SILVER,999,83,1.5,PAID,-1.44,-1.48,10.32
PAKKA,1.5,C04030,2024-11-30,425,31.92,INV-002262,0,Silver Coin 999,475,SILVER,999,75,1.5,PAID,1064,1095.92,13.52
KACHA,1.5,C01773,2024-07-02,1241,5645.08,INV-002263,0,Gold Chain 22K,194,GOLD,18K,7008,1.5,PAID,188169,193814.08,27
PAKKA,1.5,C07474,2025-04-01,1189,6.02,INV-002264,0,Silver Coin 999,140,SILVER,999,92,1.5,PAID,200.36,206.38,13.58
KACHA,1.5,C01803,2024-01-02,2319,76.04,INV-002265,0,Silver Chain,483,SILVER,999,102,1.5,PAID,2534.7,2610.74,42.85
KACHA,1.5,C02689,2025-10-16,2531,-49.84,INV-002266,0,Silver Coin 999,222,SILVER,999,108,1.5,PAID,-1661,-1710.84,6
PAKKA,1.5,C02391,2024-12-27,2040,4141.26,INV-002267,0,Gold Anklet 22K,232,GOLD,22K,6989,1.5,PAID,138041.89,142183.15,20.01
PAKKA,1.5,C07486,2025-01-16,1358,6370.00,INV-002268,0,Gold Pendant 18K,269,GOLD,24K,7294,1.5,PAID,212333.44,218703.44,29.26
PAKKA,1.5,C09767,2024-04-18,624,1843.30,INV-002269,0,Gold Mangalsutra 22K,203,GOLD,24K,6851,1.5,PENDING,61443.53,63286.83,9.03
PAKKA,1.5,C07150,2024-01-31,1090,9116.52,INV-002270,0,Gold Nose Pin 22K,450,GOLD,18K,6921,1.5,PAID,303884,313000.52,44
PAKKA,1.5,C04805,2024-01-21,1999,4844.60,INV-002271,0,Gold Necklace 22K,144,GOLD,22K,6597,1.5,PAID,161486.72,166331.32,24.76
PAKKA,1.5,C06445,2025-06-25,2807,890.30,INV-002272,0,Gold Ring 22K,408,GOLD,22K,7729,1.5,PAID,29676.35,30566.65,4.15
PAKKA,1.5,C01816,2025-10-11,2220,58.90,INV-002273,0,Silver Idol,455,SILVER,999,108,1.5,PAID,1963.16,2022.06,34.52
KACHA,1.5,C06628,2025-12-09,601,6779.62,INV-002274,0,Gold Nose Pin 22K,215,GOLD,18K,7640,1.5,PAID,225987.2,232766.82,29.63
PAKKA,1.5,C08159,2025-02-21,2079,5873.62,INV-002275,0,Gold Anklet 22K,275,GOLD,18K,6955,1.5,PAID,195787.55,201661.17,28.41
KACHA,1.5,C02769,2024-07-28,2421,431.18,INV-002276,0,Gold Mangalsutra 22K,479,GOLD,18K,7349,1.5,PAID,14372.78,14803.96,2.22
PAKKA,1.5,C00225,2024-09-09,2276,5956.52,INV-002277,0,Gold Nose Pin 22K,329,GOLD,24K,7176,1.5,PAID,198550.44,204506.96,27.94
PAKKA,1.5,C09230,2024-05-02,1233,38.06,INV-002278,0,Silver Ring,353,SILVER,999,80,1.5,PAID,1268.8,1306.86,26.86
PAKKA,1.5,C04483,2024-05-19,2206,58.22,INV-002279,0,Silver Bangle,109,SILVER,999,89,1.5,PAID,1940.93,1999.15,45.37
KACHA,1.5,C09241,2025-11-09,2557,5576.54,INV-002280,0,Gold Pendant 18K,214,GOLD,22K,6670,1.5,PAID,185884.4,191460.94,28.22
KACHA,1.5,C05309,2025-02-15,1050,58.04,INV-002281,0,Silver Idol,270,SILVER,999,83,1.5,PAID,1934.93,1992.97,32.71
PAKKA,1.5,C01280,2025-05-25,2274,3593.52,INV-002282,0,Gold Pendant 18K,303,GOLD,18K,7317,1.5,PAID,119783.88,123377.40,16.64
KACHA,1.5,C05967,2025-12-08,2633,-8.72,INV-002283,0,Silver Coin 999,177,SILVER,999,86,1.5,PAID,-290.52,-299.24,25.18
KACHA,1.5,C03504,2024-03-03,2326,2621.28,INV-002284,0,Gold Mangalsutra 22K,266,GOLD,18K,7503,1.5,PAID,87375.76,89997.04,11.92
KACHA,1.5,C03140,2025-05-29,867,9732.26,INV-002285,0,Gold Bracelet 22K,259,GOLD,18K,7197,1.5,PAID,324408.52,334140.78,45.16
KACHA,1.5,C07802,2025-02-24,2475,4917.78,INV-002286,0,Gold Pendant 18K,245,GOLD,24K,7388,1.5,PAID,163926.12,168843.90,22.49
PAKKA,1.5,C04870,2025-05-28,1700,27.72,INV-002287,0,Silver Idol,137,SILVER,999,102,1.5,PAID,923.76,951.48,24.38
PAKKA,1.5,C01444,2025-12-20,2642,30.64,INV-002288,0,Silver Bangle,442,SILVER,999,98,1.5,PAID,1021.26,1051.90,32.87
PAKKA,1.5,C04775,2025-11-09,637,4427.42,INV-002289,0,Gold Nose Pin 22K,248,GOLD,24K,7647,1.5,PAID,147580.45,152007.87,19.35
KACHA,1.5,C04683,2024-09-01,2588,1928.78,INV-002290,0,Gold Ring 22K,314,GOLD,18K,7315,1.5,PAID,64292.5,66221.28,9.1
PAKKA,1.5,C04467,2025-07-08,1037,7603.36,INV-002291,0,Gold Anklet 22K,341,GOLD,24K,7499,1.5,PAID,253445.11,261048.47,33.89
PAKKA,1.5,C02927,2024-12-19,1063,1857.44,INV-002292,0,Gold Mangalsutra 22K,204,GOLD,18K,7482,1.5,PAID,61914.98,63772.42,8.39
KACHA,1.5,C09240,2025-04-17,899,3868.28,INV-002293,0,Gold Pendant 18K,391,GOLD,18K,6842,1.5,PENDING,128942.64,132810.92,18.92
KACHA,1.5,C05529,2025-07-13,1093,15.02,INV-002294,0,Silver Thali,369,SILVER,999,79,1.5,PAID,500.5,515.52,15.5
KACHA,1.5,C05039,2024-03-17,2110,56.24,INV-002295,0,Silver Idol,230,SILVER,999,89,1.5,PAID,1874.91,1931.15,42.19
KACHA,1.5,C09092,2024-04-29,1457,81.72,INV-002296,0,Silver Bangle,457,SILVER,999,75,1.5,PAID,2723.75,2805.47,49.65
KACHA,1.5,C06683,2025-06-21,2668,2383.76,INV-002297,0,Gold Anklet 22K,187,GOLD,22K,6800,1.5,PAID,79459,81842.76,12.05
KACHA,1.5,C06426,2024-05-08,1533,53.10,INV-002298,0,Silver Glass Set,357,SILVER,999,105,1.5,PAID,1770.3,1823.40,28.06
KACHA,1.5,C06132,2025-05-02,2544,1990.62,INV-002299,0,Gold Anklet 22K,297,GOLD,22K,7337,1.5,PAID,66353.95,68344.57,9.35
KACHA,1.5,C01717,2024-07-05,1216,61.22,INV-002300,0,Silver Bangle,166,SILVER,999,98,1.5,PENDING,2040.92,2102.14,31.54
PAKKA,1.5,C07515,2025-09-02,2820,4802.06,INV-002301,0,Gold Anklet 22K,296,GOLD,24K,6755,1.5,PAID,160068.85,164870.91,24.07
KACHA,1.5,C02960,2024-10-13,2275,5461.82,INV-002302,0,Gold Anklet 22K,426,GOLD,24K,7120,1.5,PENDING,182060.6,187522.42,25.83
KACHA,1.5,C01724,2025-02-11,2124,2444.76,INV-002303,0,Gold Bangle 22K,418,GOLD,18K,7761,1.5,PAID,81491.92,83936.68,10.72
PAKKA,1.5,C02339,2025-08-29,401,4054.84,INV-002304,0,Gold Ring 22K,460,GOLD,24K,7092,1.5,PAID,135161.6,139216.44,19.05
KACHA,1.5,C03211,2025-07-05,338,7610.62,INV-002305,0,Gold Ring 22K,495,GOLD,22K,7023,1.5,PENDING,253687.3,261297.92,36.1
KACHA,1.5,C04924,2025-03-04,626,10036.46,INV-002306,0,Gold Necklace 22K,436,GOLD,22K,7745,1.5,PAID,334548.9,344585.36,43.22
KACHA,1.5,C01765,2024-02-16,291,9560.86,INV-002307,0,Gold Anklet 22K,322,GOLD,22K,6510,1.5,PENDING,318695.5,328256.36,48.95
PAKKA,1.5,C01105,2024-11-12,1901,10384.80,INV-002308,0,Gold Necklace 22K,386,GOLD,18K,6844,1.5,PAID,346160.2,356545.00,50.8
KACHA,1.5,C09591,2024-10-25,474,7391.80,INV-002309,0,Gold Bangle 22K,280,GOLD,18K,7599,1.5,PAID,246393.55,253785.35,32.45
KACHA,1.5,C02186,2024-10-09,24,2855.46,INV-002310,0,Gold Bracelet 22K,232,GOLD,18K,7004,1.5,PAID,95182.24,98037.70,13.56
KACHA,1.5,C09999,2024-04-05,99,58.02,INV-002311,0,Silver Glass Set,197,SILVER,999,83,1.5,PAID,1933.96,1991.98,22.12
KACHA,1.5,C04767,2024-03-30,1805,4759.38,INV-002312,0,Gold Chain 22K,392,GOLD,24K,7611,1.5,PAID,158646.33,163405.71,21.03
KACHA,1.5,C05025,2025-12-28,2274,6880.54,INV-002313,0,Gold Bracelet 22K,471,GOLD,24K,7527,1.5,PAID,229351.17,236231.71,30.71
PAKKA,1.5,C03713,2025-07-03,2768,6735.58,INV-002314,0,Gold Mangalsutra 22K,394,GOLD,24K,7187,1.5,PAID,224519.59,231255.17,31.57
PAKKA,1.5,C07838,2024-07-30,1982,3304.56,INV-002315,0,Gold Ring 22K,147,GOLD,24K,7239,1.5,PAID,110152.33,113456.89,15.47
KACHA,1.5,C02378,2024-08-12,335,73.60,INV-002316,0,Silver Ring,211,SILVER,999,100,1.5,PAID,2453,2526.60,25.77
KACHA,1.5,C03035,2025-08-25,238,9253.18,INV-002317,0,Gold Earrings 22K,381,GOLD,22K,7316,1.5,PAID,308439.24,317692.42,42.14
KACHA,1.5,C00318,2025-04-15,2874,7106.86,INV-002318,0,Gold Ring 22K,379,GOLD,18K,6751,1.5,PAID,236895.46,244002.32,35.46
KACHA,1.5,C07985,2024-06-21,1938,1890.26,INV-002319,0,Gold Chain 22K,147,GOLD,18K,7192,1.5,PAID,63008.92,64899.18,9.01
PAKKA,1.5,C05640,2025-06-23,2420,5673.58,INV-002320,0,Gold Anklet 22K,391,GOLD,18K,7458,1.5,PENDING,189119.54,194793.12,25.63
KACHA,1.5,C07608,2025-04-09,1347,27.54,INV-002321,0,Silver Idol,339,SILVER,999,101,1.5,PAID,918.07,945.61,19.07
KACHA,1.5,C02461,2025-11-25,1617,7583.32,INV-002322,0,Gold Anklet 22K,438,GOLD,22K,6973,1.5,PAID,252777.66,260360.98,36.42
KACHA,1.5,C02835,2024-12-04,1334,10425.32,INV-002323,0,Gold Earrings 22K,435,GOLD,18K,7459,1.5,PAID,347510.89,357936.21,46.71
PAKKA,1.5,C06412,2025-01-27,937,3364.24,INV-002324,0,Gold Ring 22K,481,GOLD,18K,7398,1.5,PAID,112141.56,115505.80,15.22
PAKKA,1.5,C07175,2025-08-03,2070,5021.88,INV-002325,0,Gold Earrings 22K,309,GOLD,18K,7465,1.5,PAID,167395.9,172417.78,22.66
PAKKA,1.5,C08934,2025-06-13,2337,8524.70,INV-002326,0,Gold Nose Pin 22K,117,GOLD,18K,7138,1.5,PAID,284156.56,292681.26,40.12
PAKKA,1.5,C00615,2025-10-29,138,7476.62,INV-002327,0,Gold Chain 22K,396,GOLD,22K,6639,1.5,PAID,249220.5,256697.12,37.5
KACHA,1.5,C09749,2024-11-12,2049,1166.66,INV-002328,0,Gold Ring 22K,147,GOLD,18K,7526,1.5,PENDING,38888.92,40055.58,5.42
PAKKA,1.5,C05664,2024-01-31,2789,387.16,INV-002329,0,Gold Earrings 22K,355,GOLD,24K,7747,1.5,PENDING,12905.06,13292.22,1.98
PAKKA,1.5,C00529,2025-09-27,1835,942.66,INV-002330,0,Gold Chain 22K,361,GOLD,24K,7704,1.5,PAID,31422.08,32364.74,4.27
KACHA,1.5,C07032,2025-06-16,596,3771.60,INV-002331,0,Gold Ring 22K,437,GOLD,22K,7409,1.5,PAID,125719.91,129491.51,16.99
KACHA,1.5,C04719,2024-07-03,1697,40.42,INV-002332,0,Silver Payal,212,SILVER,999,84,1.5,PENDING,1347.48,1387.90,33.72
KACHA,1.5,C06160,2024-05-02,1861,10080.28,INV-002333,0,Gold Mangalsutra 22K,223,GOLD,24K,7627,1.5,PENDING,336009.29,346089.57,44.27
PAKKA,1.5,C01089,2024-05-12,1193,2427.02,INV-002334,0,Gold Necklace 22K,131,GOLD,24K,7769,1.5,PAID,80900.95,83327.97,10.55
KACHA,1.5,C06970,2025-12-22,2099,6357.78,INV-002335,0,Gold Chain 22K,189,GOLD,18K,7135,1.5,PAID,211925.95,218283.73,29.97
PAKKA,1.5,C07182,2024-11-28,1510,5845.02,INV-002336,0,Gold Necklace 22K,100,GOLD,22K,7100,1.5,PAID,194834,200679.02,27.64
KACHA,1.5,C01705,2024-10-10,1931,1387.66,INV-002337,0,Gold Earrings 22K,233,GOLD,24K,7021,1.5,PAID,46255.43,47643.09,6.83
KACHA,1.5,C00248,2025-11-04,2244,3849.98,INV-002338,0,Gold Mangalsutra 22K,421,GOLD,18K,7183,1.5,PAID,128332.96,132182.94,18.12
KACHA,1.5,C05986,2024-12-13,1654,16.26,INV-002339,0,Silver Payal,485,SILVER,999,104,1.5,PAID,541.8,558.06,16.45
PAKKA,1.5,C03711,2024-08-02,2762,4282.52,INV-002340,0,Gold Pendant 18K,384,GOLD,24K,6639,1.5,PAID,142750.54,147033.06,21.86
KACHA,1.5,C00751,2025-10-10,1537,4828.86,INV-002341,0,Gold Nose Pin 22K,349,GOLD,24K,7500,1.5,PAID,160962,165790.86,21.62
KACHA,1.5,C06948,2025-11-18,874,2066.76,INV-002342,0,Gold Earrings 22K,295,GOLD,24K,6975,1.5,PAID,68892,70958.76,9.96
KACHA,1.5,C04485,2025-04-06,2105,373.48,INV-002343,0,Gold Earrings 22K,354,GOLD,22K,7676,1.5,PENDING,12449.6,12823.08,1.85
KACHA,1.5,C01304,2025-08-25,1743,9630.34,INV-002344,0,Gold Necklace 22K,236,GOLD,24K,6628,1.5,PAID,321011.48,330641.82,48.66
KACHA,1.5,C08280,2024-03-24,1316,5032.50,INV-002345,0,Gold Anklet 22K,298,GOLD,18K,7121,1.5,PAID,167749.7,172782.20,23.7
PAKKA,1.5,C05638,2025-11-08,598,8512.50,INV-002346,0,Gold Bracelet 22K,479,GOLD,18K,6597,1.5,PENDING,283749.91,292262.41,43.03
PAKKA,1.5,C08679,2024-12-06,2751,2654.64,INV-002347,0,Gold Nose Pin 22K,497,GOLD,22K,7271,1.5,PAID,88488.08,91142.72,12.48
KACHA,1.5,C01671,2024-01-29,147,4690.86,INV-002348,0,Gold Necklace 22K,184,GOLD,18K,6596,1.5,PENDING,156362.2,161053.06,23.7
PAKKA,1.5,C05489,2024-11-11,2886,30.54,INV-002349,0,Silver Glass Set,400,SILVER,999,83,1.5,PENDING,1018.26,1048.80,42.22
PAKKA,1.5,C09183,2024-11-11,1843,10804.26,INV-002350,0,Gold Necklace 22K,141,GOLD,24K,7551,1.5,PAID,360141.92,370946.18,47.92
PAKKA,1.5,C04012,2024-11-09,1179,2184.20,INV-002351,0,Gold Pendant 18K,106,GOLD,24K,6692,1.5,PENDING,72806.68,74990.88,11.04
KACHA,1.5,C02683,2025-09-18,560,2707.26,INV-002352,0,Gold Necklace 22K,269,GOLD,18K,7576,1.5,PENDING,90242.2,92949.46,11.95
KACHA,1.5,C00379,2024-08-13,908,-7.42,INV-002353,0,Silver Idol,283,SILVER,999,93,1.5,PAID,-247.42,-254.84,4.06
KACHA,1.5,C05469,2024-04-28,1541,88.00,INV-002354,0,Silver Bangle,348,SILVER,999,92,1.5,PAID,2933.2,3021.20,44.85
PAKKA,1.5,C08817,2024-01-28,2854,276.98,INV-002355,0,Gold Chain 22K,258,GOLD,18K,6683,1.5,PAID,9232.91,9509.89,1.77
PAKKA,1.5,C06706,2025-03-28,1325,795.84,INV-002356,0,Gold Necklace 22K,362,GOLD,22K,7744,1.5,PAID,26528.2,27324.04,3.55
PAKKA,1.5,C08125,2025-10-17,102,1747.18,INV-002357,0,Gold Nose Pin 22K,203,GOLD,18K,7670,1.5,PENDING,58239.6,59986.78,7.58
PAKKA,1.5,C09537,2025-11-12,2147,72.22,INV-002358,0,Silver Coin 999,345,SILVER,999,99,1.5,PAID,2407.48,2479.70,42.52
KACHA,1.5,C04282,2025-12-03,1658,6776.60,INV-002359,0,Gold Anklet 22K,175,GOLD,24K,7159,1.5,PAID,225886.84,232663.44,31.76
KACHA,1.5,C01583,2025-12-03,2668,-23.78,INV-002360,0,Silver Coin 999,144,SILVER,999,84,1.5,PAID,-792.76,-816.54,20.61
PAKKA,1.5,C07131,2025-07-24,515,6541.92,INV-002361,0,Gold Pendant 18K,362,GOLD,24K,6702,1.5,PAID,218064.12,224606.04,32.56
PAKKA,1.5,C02558,2024-01-08,708,4598.44,INV-002362,0,Gold Bangle 22K,431,GOLD,22K,7257,1.5,PAID,153281.12,157879.56,21.16
KACHA,1.5,C03691,2025-11-25,221,33.88,INV-002363,0,Silver Payal,149,SILVER,999,76,1.5,PENDING,1129.56,1163.44,15.81
PAKKA,1.5,C08373,2025-09-09,53,68.66,INV-002364,0,Silver Payal,145,SILVER,999,87,1.5,PAID,2288.75,2357.41,25.25
KACHA,1.5,C09918,2025-04-07,1848,3356.52,INV-002365,0,Gold Necklace 22K,356,GOLD,18K,6977,1.5,PAID,111884.25,115240.77,16.25
PAKKA,1.5,C07206,2024-11-05,1062,122.32,INV-002366,0,Silver Coin 999,460,SILVER,999,107,1.5,PENDING,4077.11,4199.43,43.73
KACHA,1.5,C02437,2025-10-05,1013,125.32,INV-002367,0,Silver Thali,419,SILVER,999,102,1.5,PAID,4177.56,4302.88,46.78
KACHA,1.5,C05227,2025-04-15,2370,1.60,INV-002368,0,Silver Glass Set,150,SILVER,999,100,1.5,PENDING,53,54.60,22.73
PAKKA,1.5,C01755,2024-12-12,1102,-0.16,INV-002369,0,Silver Glass Set,185,SILVER,999,84,1.5,PAID,-5.60,-5.76,10.85
KACHA,1.5,C03872,2025-01-30,398,46.68,INV-002370,0,Silver Bangle,414,SILVER,999,77,1.5,PAID,1556,1602.68,20
KACHA,1.5,C04157,2025-11-11,1898,7035.76,INV-002371,0,Gold Necklace 22K,166,GOLD,22K,7063,1.5,PAID,234525.35,241561.11,33.45
KACHA,1.5,C09195,2024-02-13,1323,2427.06,INV-002372,0,Gold Earrings 22K,406,GOLD,24K,7338,1.5,PAID,80901.7,83328.76,11.15
PAKKA,1.5,C09547,2024-01-30,1888,3265.06,INV-002373,0,Gold Earrings 22K,354,GOLD,22K,6523,1.5,PAID,108835.16,112100.22,16.92
PAKKA,1.5,C00698,2025-04-02,2733,3681.40,INV-002374,0,Gold Necklace 22K,213,GOLD,22K,7793,1.5,PENDING,122713.51,126394.91,16.07
PAKKA,1.5,C01699,2025-09-13,103,1377.56,INV-002375,0,Gold Bracelet 22K,205,GOLD,18K,6564,1.5,PAID,45918.72,47296.28,6.98
KACHA,1.5,C06738,2025-03-12,1549,2559.32,INV-002376,0,Gold Bracelet 22K,204,GOLD,22K,6620,1.5,PAID,85310.8,87870.12,13.09
KACHA,1.5,C09619,2025-11-25,1084,62.08,INV-002377,0,Silver Chain,417,SILVER,999,85,1.5,PENDING,2069.15,2131.23,32.19
PAKKA,1.5,C09120,2024-10-13,2167,2439.12,INV-002378,0,Gold Ring 22K,121,GOLD,22K,7305,1.5,PENDING,81304.05,83743.17,11.41
KACHA,1.5,C07211,2024-10-17,2959,784.32,INV-002379,0,Gold Ring 22K,102,GOLD,18K,6776,1.5,PENDING,26144.28,26928.60,4.28
KACHA,1.5,C03085,2025-02-26,43,28.70,INV-002380,0,Silver Glass Set,160,SILVER,999,95,1.5,PAID,956.8,985.50,8.84
PAKKA,1.5,C04121,2024-07-18,258,10524.60,INV-002381,0,Gold Nose Pin 22K,404,GOLD,24K,7036,1.5,PAID,350820.24,361344.84,49.84
PAKKA,1.5,C08947,2024-04-26,1184,7062.02,INV-002382,0,Gold Bracelet 22K,352,GOLD,22K,7262,1.5,PAID,235400.86,242462.88,32.53
PAKKA,1.5,C08443,2025-05-18,2066,9654.68,INV-002383,0,Gold Earrings 22K,150,GOLD,18K,7236,1.5,PAID,321822.64,331477.32,44.74
PAKKA,1.5,C06211,2024-09-28,490,2526.56,INV-002384,0,Gold Necklace 22K,491,GOLD,18K,7229,1.5,PAID,84218.85,86745.41,11.65
PAKKA,1.5,C00110,2025-11-02,2645,9866.96,INV-002385,0,Gold Bracelet 22K,358,GOLD,18K,7051,1.5,PENDING,328898.47,338765.43,46.97
PAKKA,1.5,C00851,2025-05-22,700,37.04,INV-002386,0,Silver Glass Set,473,SILVER,999,77,1.5,PAID,1234.46,1271.50,18.98
PAKKA,1.5,C06235,2024-03-12,685,98.10,INV-002387,0,Silver Thali,491,SILVER,999,77,1.5,PAID,3270.23,3368.33,44.99
KACHA,1.5,C06312,2024-07-01,1713,1253.48,INV-002388,0,Gold Bangle 22K,413,GOLD,24K,7585,1.5,PENDING,41782.8,43036.28,5.68
KACHA,1.5,C01937,2025-10-02,2008,7901.56,INV-002389,0,Gold Bracelet 22K,489,GOLD,22K,7498,1.5,PAID,263385.34,271286.90,35.33
KACHA,1.5,C07196,2024-10-01,2011,4637.08,INV-002390,0,Gold Mangalsutra 22K,417,GOLD,22K,6916,1.5,PAID,154569.28,159206.36,22.58
KACHA,1.5,C00976,2025-11-14,1447,61.02,INV-002391,0,Silver Glass Set,338,SILVER,999,83,1.5,PENDING,2034.21,2095.23,37.87
PAKKA,1.5,C03710,2024-09-06,2329,10792.78,INV-002392,0,Gold Mangalsutra 22K,176,GOLD,22K,7608,1.5,PAID,359759.56,370552.34,47.57
KACHA,1.5,C06304,2024-01-06,1471,120.78,INV-002393,0,Silver Payal,323,SILVER,999,106,1.5,PENDING,4025.86,4146.64,48.81
PAKKA,1.5,C08413,2024-12-11,2252,5750.26,INV-002394,0,Gold Nose Pin 22K,102,GOLD,18K,6910,1.5,PAID,191675.5,197425.76,28.05
KACHA,1.5,C01078,2025-11-18,1999,-17.56,INV-002395,0,Silver Glass Set,395,SILVER,999,103,1.5,PAID,-585.33,-602.89,9.89
KACHA,1.5,C07093,2024-04-20,2489,11270.92,INV-002396,0,Gold Chain 22K,471,GOLD,18K,7574,1.5,PAID,375697.38,386968.30,49.87
PAKKA,1.5,C03671,2024-08-05,2963,4805.48,INV-002397,0,Gold Earrings 22K,333,GOLD,24K,7669,1.5,PENDING,160182.87,164988.35,21.23
